Year,State/UT,Sector,CO₂ Emissions (Million Tonnes),CH₄ Emissions (Million Tonnes CO₂e),N₂O Emissions (Million Tonnes CO₂e),Energy Consumption (TWh),Electricity Generation (TWh),Fossil Fuel Consumption (MTOE),Vehicle Count (Million Units),Industrial Output (GDP Contribution in ₹ Cr),Agricultural Land Usage (Million Hectares),Deforestation Rate (sq. km per year),Waste Generation (Million Tonnes),Renewable Energy Share (%),Carbon Footprint (Million Tonnes CO₂e),Energy Emissions (Million Tonnes CO₂e),Transport Emissions (Million Tonnes CO₂e),Industrial Emissions (Million Tonnes CO₂e),Deforestation Emissions (Million Tonnes CO₂e),Waste Emissions (Million Tonnes CO₂e),Total Sector Emissions (Million Tonnes CO₂e)
2006,Jharkhand,Waste,461.9,34.62,16.97,172.6,196.35,74.49,11.41,40701.38,15.06,92.2,44.15,62.66,5928.3099999999995,0.15534,26.243,234.6435,0.0461,247.24,508.32794
2020,Punjab,Waste,124.13,22.26,1.84,60.72,218.09,229.86,47.92,87211.16,43.77,2.24,90.03,51.67,1235.0100000000002,0.054648,110.216,724.059,0.0011200000000000001,504.168,1338.498768
2023,Puducherry,Industry,496.54,44.67,7.6,470.05,223.42,54.92,5.84,11095.01,21.8,161.61,76.89,77.2,3761.3,0.423045,13.431999999999999,172.998,0.080805,430.584,617.51785
2014,Jharkhand,Agriculture,343.0,36.01,10.1,460.59,221.84,36.95,30.46,59933.79,48.56,18.91,3.74,29.11,4027.7799999999997,0.41453100000000004,70.05799999999999,116.39250000000001,0.009455,20.944000000000003,207.818486
2001,Chhattisgarh,Agriculture,227.73,31.88,10.98,372.89,332.16,139.16,36.49,79180.79,42.53,101.77,19.22,34.56,4030.07,0.335601,83.92699999999999,438.354,0.050885,107.63199999999999,630.2994859999999
2022,Nagaland,Agriculture,460.82,4.02,18.86,467.27,164.82,231.99,13.57,86735.6,46.16,163.84,66.56,44.74,5571.28,0.420543,31.211,730.7685,0.08192,372.73600000000005,1135.217963
2019,Rajasthan,Industry,399.54,9.18,0.95,74.18,9.33,14.54,19.04,8085.61,41.96,114.04,22.07,49.21,908.3299999999999,0.06676200000000002,43.791999999999994,45.800999999999995,0.05702,123.59200000000001,213.308782
2024,Uttar Pradesh,Waste,220.19,21.69,17.34,59.08,350.9,132.48,21.87,78489.86,37.46,39.8,40.86,40.75,5422.610000000001,0.053172,50.301,417.31199999999995,0.019899999999999998,228.81600000000003,696.502072
2011,Manipur,Agriculture,43.61,48.83,11.08,100.06,266.59,169.95,32.38,79766.0,40.13,25.03,92.27,23.98,4347.049999999999,0.09005400000000001,74.474,535.3425,0.012515,516.712,1126.631069
2000,Punjab,Industry,435.47,17.05,11.14,111.67,79.85,186.61,25.66,26921.63,28.35,197.23,92.76,18.21,3864.9700000000003,0.10050300000000001,59.017999999999994,587.8215,0.098615,519.4560000000001,1166.4946180000002
2022,Haryana,Industry,384.87,31.68,6.47,414.45,16.69,126.48,9.64,30803.79,20.18,49.64,26.39,53.87,2986.46,0.373005,22.172,398.412,0.024820000000000002,147.78400000000002,568.765825
2021,Mizoram,Transport,397.46,49.45,12.91,461.26,129.73,144.15,44.64,92138.81,20.92,2.8,58.42,73.1,5203.21,0.415134,102.672,454.0725,0.0014,327.15200000000004,884.313034
2007,Kerala,Agriculture,374.98,13.57,12.96,111.72,54.16,113.97,18.28,63134.32,22.0,74.46,70.18,69.66,4189.34,0.100548,42.044,359.0055,0.03723,393.00800000000004,794.195278
2004,Rajasthan,Waste,145.12,8.75,3.87,234.03,359.25,181.09,19.19,4016.17,25.74,146.81,21.82,48.24,1415.67,0.210627,44.137,570.4335,0.073405,122.192,737.046532
2014,Puducherry,Energy,430.83,27.54,13.57,229.97,114.76,95.43,40.01,81991.05,34.21,83.07,8.98,19.12,4798.0,0.20697300000000002,92.02299999999998,300.60450000000003,0.041534999999999996,50.28800000000001,443.164008
2000,Puducherry,Industry,11.09,27.82,5.41,93.05,283.74,70.82,26.82,97110.99,18.94,31.68,32.83,75.64,2223.7000000000003,0.083745,61.68599999999999,223.08299999999997,0.01584,183.84799999999998,468.716585
2000,Uttarakhand,Transport,126.27,46.13,13.81,427.41,264.91,66.43,11.65,41659.18,34.4,38.8,95.8,34.85,5077.56,0.38466900000000004,26.794999999999998,209.2545,0.0194,536.48,772.933569
2024,Kerala,Energy,32.81,1.81,12.28,263.63,287.02,163.69,45.74,75464.14,17.48,143.58,84.06,8.0,3337.6899999999996,0.237267,105.202,515.6234999999999,0.07179,470.73600000000005,1091.870557
2009,Uttar Pradesh,Industry,64.19,20.67,14.35,285.29,214.37,231.22,40.28,72637.72,29.04,186.8,11.39,53.99,4445.7,0.256761,92.64399999999999,728.343,0.09340000000000001,63.784,885.1211609999999
2021,Andhra Pradesh,Transport,270.87,15.96,0.49,132.92,293.22,69.14,30.04,40774.12,33.29,53.6,87.61,73.97,847.6,0.11962799999999998,69.092,217.791,0.0268,490.61600000000004,777.645428
2009,Uttar Pradesh,Agriculture,28.26,28.77,2.59,281.78,207.39,63.21,25.65,45892.67,20.2,185.75,66.21,13.66,1520.1699999999998,0.253602,58.99499999999999,199.1115,0.092875,370.77599999999995,629.228977
2020,Uttar Pradesh,Transport,98.88,0.96,16.82,397.31,154.15,179.2,33.8,62465.28,27.65,25.68,49.46,44.93,4583.06,0.35757900000000004,77.73999999999998,564.4799999999999,0.01284,276.97600000000006,919.566419
2014,Bihar,Industry,124.04,35.7,7.68,155.94,344.08,3.28,18.11,18236.27,1.8,18.58,53.42,55.86,3158.84,0.140346,41.653,10.331999999999999,0.00929,299.15200000000004,351.28663600000004
2016,Haryana,Agriculture,331.12,24.51,16.75,61.08,186.2,208.72,34.74,51155.21,24.32,34.03,73.98,10.64,5456.15,0.054972,79.902,657.468,0.017015000000000002,414.288,1151.7299870000002
2021,Andhra Pradesh,Waste,239.72,35.18,1.35,294.1,229.37,95.44,2.01,34242.25,41.24,78.47,50.2,30.97,1582.51,0.26469000000000004,4.622999999999999,300.63599999999997,0.039235,281.12,586.6829250000001
2005,Uttarakhand,Transport,234.62,22.67,15.41,319.74,188.68,225.52,20.05,9336.89,15.65,107.04,52.52,51.86,4953.03,0.287766,46.114999999999995,710.388,0.053520000000000005,294.112,1050.956286
2002,Manipur,Energy,386.53,23.97,1.77,105.02,311.32,177.43,30.91,20850.08,14.02,45.93,33.05,74.41,1526.74,0.094518,71.09299999999999,558.9045,0.022965,185.07999999999998,815.1949829999999
2012,Nagaland,Agriculture,233.79,44.83,9.42,127.91,218.2,198.39,31.11,50650.45,38.85,16.4,75.69,22.85,3985.33,0.115119,71.553,624.9285,0.008199999999999999,423.864,1120.468819
2015,Andhra Pradesh,Agriculture,180.76,10.94,18.76,80.77,190.96,43.63,3.66,90857.83,16.72,147.17,33.1,4.68,5458.4800000000005,0.072693,8.418,137.4345,0.073585,185.36,331.35877800000003
2007,Karnataka,Waste,481.6,11.27,1.65,461.08,106.84,91.68,36.01,86204.64,20.06,58.6,87.92,55.28,1234.41,0.414972,82.823,288.79200000000003,0.0293,492.352,864.411272
2014,Tamil Nadu,Transport,14.06,28.19,7.08,110.44,365.06,70.86,4.33,91851.18,41.24,109.25,76.46,33.47,2679.58,0.099396,9.959,223.209,0.054625,428.176,661.498021
2016,Arunachal Pradesh,Energy,159.64,33.18,10.42,10.27,345.95,179.06,37.07,25202.34,4.15,152.9,48.2,73.28,3849.98,0.009243000000000001,85.261,564.039,0.07645,269.92,919.305693
2016,Andhra Pradesh,Waste,308.6,18.06,18.0,420.88,175.44,6.66,45.61,82853.59,46.81,21.08,57.53,19.04,5584.28,0.378792,104.90299999999999,20.979,0.010539999999999999,322.168,448.43933200000004
2021,Kerala,Transport,393.58,26.22,6.72,402.6,265.59,155.19,48.77,35004.48,10.68,102.6,94.37,6.92,2908.54,0.36234000000000005,112.17099999999999,488.8485,0.0513,528.4720000000001,1129.90514
2012,Meghalaya,Energy,410.04,11.78,16.16,230.98,205.7,217.16,30.22,96265.13,11.59,166.92,49.78,55.14,5022.28,0.207882,69.50599999999999,684.054,0.08345999999999999,278.76800000000003,1032.619342
2016,Sikkim,Energy,32.58,7.23,14.39,399.6,74.59,11.89,35.73,26796.79,38.91,71.91,77.46,75.51,4048.3700000000003,0.35964000000000007,82.17899999999999,37.4535,0.035955,433.77599999999995,553.804095
2005,Sikkim,Industry,357.47,12.29,6.21,227.56,153.53,73.38,11.77,33844.3,6.95,106.25,18.64,45.2,2347.2400000000002,0.204804,27.070999999999998,231.147,0.053125,104.384,362.859929
2016,Jharkhand,Energy,362.92,45.86,6.88,116.13,342.02,52.78,18.79,1912.81,7.9,187.97,29.58,38.15,3470.2,0.104517,43.21699999999999,166.257,0.093985,165.64800000000002,375.32050200000003
2015,Nagaland,Transport,114.9,40.19,3.9,215.9,319.99,249.53,0.71,92326.53,5.48,148.87,13.05,19.74,2273.7200000000003,0.19431,1.6329999999999998,786.0195,0.074435,73.08000000000001,861.001245
2013,Manipur,Waste,65.26,7.44,13.89,246.0,45.48,246.42,39.92,61767.22,30.64,78.23,38.55,9.02,3954.4300000000003,0.2214,91.816,776.223,0.039115000000000004,215.88,1084.179515
2012,Mizoram,Waste,377.35,2.8,11.31,9.46,34.75,31.96,34.51,31905.1,42.24,28.94,93.08,67.17,3452.9,0.008514,79.37299999999999,100.674,0.01447,521.248,701.317984
2005,Puducherry,Industry,132.26,5.11,3.18,61.1,342.14,49.5,12.97,15253.32,9.82,54.46,5.94,26.89,1118.04,0.054990000000000004,29.831,155.92499999999998,0.02723,33.264,219.10222
2002,Jharkhand,Transport,10.82,15.02,12.44,438.01,360.23,6.72,24.56,64925.73,20.36,110.65,73.73,11.42,3727.98,0.39420900000000003,56.48799999999999,21.168,0.055325000000000006,412.88800000000003,490.993534
2013,Assam,Energy,119.55,40.66,10.02,199.25,121.22,141.99,36.45,10497.6,34.32,33.29,84.62,33.06,3913.33,0.179325,83.835,447.2685,0.016645,473.87200000000007,1005.1714700000001
2013,Uttar Pradesh,Industry,25.22,16.41,1.94,169.08,142.97,171.78,33.36,15373.86,15.95,71.26,52.48,63.12,998.8000000000001,0.15217200000000003,76.728,541.107,0.03563,293.88800000000003,911.910802
2014,Puducherry,Agriculture,132.1,9.69,19.08,444.74,137.64,163.97,16.1,51106.49,10.52,130.63,71.9,37.47,5459.62,0.400266,37.03,516.5055,0.065315,402.6400000000001,956.6410810000001
2007,Rajasthan,Transport,174.16,20.09,16.71,81.51,55.15,65.74,18.55,14083.12,45.41,186.31,91.61,28.51,5164.830000000001,0.07335900000000001,42.665,207.081,0.093155,513.016,762.928514
2014,Meghalaya,Industry,142.99,6.64,1.51,112.41,299.28,51.62,7.8,9990.16,35.43,45.0,63.01,22.59,729.06,0.101169,17.939999999999998,162.60299999999998,0.0225,352.856,533.522669
2021,Goa,Waste,460.77,23.78,18.63,414.84,151.18,14.88,6.97,69692.84,46.34,50.82,91.91,39.71,6063.5599999999995,0.373356,16.031,46.872,0.025410000000000002,514.696,577.9977660000001
2012,Assam,Industry,123.94,33.94,18.34,143.43,335.31,158.53,20.3,46654.95,39.27,137.09,25.96,47.25,5934.360000000001,0.129087,46.69,499.3695,0.06854500000000001,145.376,691.6331319999999
2016,Himachal Pradesh,Agriculture,239.09,18.76,0.94,318.45,352.02,62.13,24.03,5918.19,18.05,24.08,1.9,7.25,1013.4700000000001,0.286605,55.269,195.7095,0.012039999999999999,10.64,261.917145
2020,Karnataka,Transport,479.14,9.09,4.11,371.09,365.55,23.09,47.54,5753.17,2.25,33.0,17.46,41.01,1822.81,0.33398100000000003,109.34199999999998,72.73349999999999,0.0165,97.77600000000001,280.201981
2023,Rajasthan,Industry,440.81,22.93,14.08,115.25,328.09,89.27,25.32,96085.28,23.89,34.93,93.8,8.1,4814.049999999999,0.10372500000000001,58.236,281.2005,0.017465,525.2800000000001,864.8376900000001
2002,Madhya Pradesh,Energy,161.54,38.24,18.7,130.44,316.62,37.97,9.57,6362.71,18.99,130.14,48.4,28.27,6187.76,0.117396,22.011,119.60549999999999,0.06506999999999999,271.03999999999996,412.8389659999999
2005,Nagaland,Transport,169.98,4.29,16.48,260.57,182.55,127.05,8.54,45000.18,25.75,93.38,46.72,40.18,4657.3,0.234513,19.641999999999996,400.2075,0.046689999999999995,261.632,681.762703
2004,Uttar Pradesh,Industry,300.73,4.01,5.71,397.15,15.64,38.13,17.33,39540.35,1.6,24.48,84.82,37.08,1926.16,0.357435,39.858999999999995,120.10950000000001,0.012240000000000001,474.99199999999996,635.3301749999999
2021,Sikkim,Industry,459.75,16.25,0.77,279.42,49.26,247.16,45.95,50793.34,27.14,54.61,81.52,5.97,1118.8,0.25147800000000003,105.685,778.554,0.027305,456.51199999999994,1341.029783
2016,West Bengal,Transport,14.9,21.05,9.51,38.33,214.7,84.56,39.71,88163.21,21.24,92.18,45.47,25.13,3124.45,0.034497,91.333,266.364,0.046090000000000006,254.63199999999998,612.409587
2022,Telangana,Waste,202.63,11.22,1.93,178.66,147.21,119.25,24.74,67924.26,34.34,61.9,74.22,29.79,1028.24,0.16079400000000002,56.901999999999994,375.6375,0.03095,415.63200000000006,848.3632440000001
2024,Uttarakhand,Energy,426.39,1.83,4.98,168.67,332.49,149.56,47.79,78053.94,14.19,83.28,50.95,38.41,1797.33,0.151803,109.91699999999999,471.114,0.04164,285.32000000000005,866.544443
2001,Sikkim,Transport,211.13,11.37,12.84,404.76,227.44,212.81,10.85,43436.63,41.13,183.4,33.12,61.2,3932.09,0.364284,24.955,670.3515,0.0917,185.47199999999998,881.234484
2014,Bihar,Energy,362.83,22.05,9.95,148.38,44.04,237.04,21.78,56930.43,46.56,193.09,42.66,4.5,3616.98,0.133542,50.094,746.6759999999999,0.096545,238.89600000000002,1035.8960869999999
2004,Sikkim,Energy,349.04,4.43,7.6,451.1,194.02,92.37,0.15,7756.51,9.11,198.42,69.18,43.46,2487.08,0.40599,0.345,290.9655,0.09920999999999999,387.4080000000001,679.2237000000001
2019,Telangana,Transport,110.67,35.94,18.61,170.82,329.68,106.46,43.35,8140.63,32.68,5.22,26.35,59.28,6048.639999999999,0.153738,99.705,335.349,0.00261,147.56,582.770348
2005,Haryana,Industry,230.3,27.83,3.94,101.08,345.92,38.59,7.98,87087.7,32.05,142.93,16.38,27.38,2053.64,0.090972,18.354,121.55850000000001,0.071465,91.728,231.802937
2005,Madhya Pradesh,Waste,287.43,22.0,9.8,272.27,70.59,48.22,47.89,51196.01,17.67,187.02,24.57,29.82,3500.4300000000003,0.24504299999999998,110.14699999999999,151.893,0.09351000000000001,137.592,399.970553
2017,Jharkhand,Energy,360.58,26.18,11.51,196.26,44.62,180.83,25.41,11787.14,6.57,180.82,88.95,43.9,4143.77,0.17663399999999999,58.443,569.6145,0.09041,498.12000000000006,1126.4445440000002
2017,Arunachal Pradesh,Energy,412.97,32.96,6.51,325.56,157.86,109.38,49.7,8415.32,33.77,4.96,61.28,78.57,3061.0,0.29300400000000004,114.31,344.54699999999997,0.00248,343.168,802.320484
2003,Haryana,Industry,382.37,49.74,14.14,458.28,30.88,210.72,27.11,92034.19,23.32,161.44,31.72,5.5,5522.1900000000005,0.412452,62.352999999999994,663.768,0.08072,177.632,904.2461720000001
2016,Goa,Transport,23.87,38.87,17.36,470.68,291.91,132.76,22.83,17888.06,10.37,91.78,61.07,40.53,5712.629999999999,0.42361200000000004,52.50899999999999,418.19399999999996,0.04589,341.992,813.164502
2024,Meghalaya,Waste,338.61,27.25,10.88,117.55,181.78,71.39,23.66,43730.3,3.81,170.04,84.6,30.4,3984.8100000000004,0.105795,54.418,224.8785,0.08502,473.75999999999993,753.2473149999998
2013,Nagaland,Energy,253.68,38.64,15.65,85.32,83.3,170.15,41.8,78483.13,47.36,143.11,40.31,56.69,5482.85,0.076788,96.13999999999999,535.9725,0.07155500000000001,225.73600000000005,857.9968429999999
2013,Mizoram,Energy,291.19,24.02,1.31,470.28,45.48,118.72,18.18,86851.42,21.03,88.02,18.62,5.38,1310.9,0.423252,41.81399999999999,373.96799999999996,0.04401,104.272,520.521262
2012,Goa,Transport,192.75,15.89,3.16,407.15,371.3,222.67,42.68,86567.75,37.69,59.08,25.35,29.01,1475.0700000000002,0.366435,98.16399999999999,701.4105,0.02954,141.96,941.930475
2006,Madhya Pradesh,Industry,359.87,13.47,9.29,134.53,22.01,93.59,44.33,88457.79,7.69,0.17,74.15,1.09,3198.88,0.121077,101.95899999999999,294.8085,8.5e-05,415.24000000000007,812.1286620000001
2011,Tamil Nadu,Agriculture,340.21,20.27,18.43,403.45,43.66,64.42,14.51,15882.57,31.59,108.05,23.52,41.64,5791.719999999999,0.363105,33.373,202.923,0.054025,131.712,368.42512999999997
2022,Maharashtra,Industry,293.95,0.61,10.68,371.82,97.52,110.42,46.35,43400.2,2.23,79.82,30.42,7.65,3141.2299999999996,0.334638,106.60499999999999,347.823,0.039909999999999994,170.352,625.154548
2014,Puducherry,Energy,432.19,9.26,8.7,130.51,42.39,212.41,9.61,66343.24,21.7,67.86,91.8,67.32,2996.9700000000003,0.117459,22.102999999999998,669.0915,0.03393,514.0799999999999,1205.425889
2018,Uttar Pradesh,Energy,59.93,6.76,12.04,453.36,259.49,206.28,41.35,90220.56,13.03,93.66,60.98,69.3,3439.81,0.408024,95.10499999999999,649.782,0.04683,341.488,1086.829854
2010,Rajasthan,Waste,157.5,48.04,2.58,164.29,91.2,223.47,8.52,43404.58,17.43,95.25,11.08,60.3,2186.3199999999997,0.147861,19.595999999999997,703.9304999999999,0.047625,62.048,785.769986
2014,Puducherry,Industry,252.61,3.71,13.11,242.69,194.57,212.56,35.91,62497.15,31.58,115.28,79.17,7.89,3830.6399999999994,0.218421,82.59299999999999,669.564,0.057640000000000004,443.35200000000003,1195.785061
2011,Jharkhand,Agriculture,479.72,25.3,1.97,306.58,344.8,83.2,48.78,96023.36,18.39,131.69,22.75,22.09,1710.1699999999998,0.275922,112.19399999999999,262.08,0.065845,127.39999999999999,502.015767
2002,Telangana,Waste,45.26,46.03,11.58,99.68,330.78,148.47,3.9,96454.86,13.11,32.72,47.95,1.66,4402.8,0.089712,8.969999999999999,467.6805,0.01636,268.52000000000004,745.276572
2016,Karnataka,Agriculture,175.17,30.57,14.32,307.59,62.77,198.88,9.9,66983.95,36.02,44.41,1.29,60.05,4825.93,0.276831,22.77,626.472,0.022205,7.224,656.765036
2002,Madhya Pradesh,Waste,463.69,25.02,8.29,354.6,40.05,209.94,17.72,50812.04,27.56,91.36,95.72,68.9,3361.1,0.31914000000000003,40.75599999999999,661.3109999999999,0.04568,536.032,1238.46382
2018,Kerala,Industry,449.99,37.28,18.23,55.27,267.38,101.04,18.07,57674.74,31.74,53.16,82.92,44.86,6324.78,0.049743,41.561,318.276,0.02658,464.352,824.2653230000001
2019,Himachal Pradesh,Energy,433.97,17.99,3.13,192.78,88.07,128.88,9.19,90221.12,19.74,158.95,98.46,71.87,1767.1399999999999,0.17350200000000002,21.136999999999997,405.972,0.07947499999999999,551.376,978.737977
2003,Bihar,Agriculture,161.11,10.09,3.5,307.97,313.67,73.38,24.89,69630.59,13.52,96.25,63.82,5.0,1371.13,0.27717300000000006,57.247,231.147,0.048125,357.39200000000005,646.111298
2002,Gujarat,Industry,424.95,42.44,10.39,463.48,176.62,174.76,39.56,24877.99,13.23,107.07,76.58,44.19,4366.620000000001,0.417132,90.988,550.4939999999999,0.053535,428.848,1070.800667
2015,Telangana,Agriculture,257.62,3.3,18.64,446.04,66.04,168.29,40.15,20284.72,49.62,112.16,12.07,61.86,5289.620000000001,0.40143600000000007,92.34499999999998,530.1134999999999,0.05608,67.592,690.5080159999999
2011,Delhi,Industry,313.69,40.49,7.87,88.99,389.82,148.01,23.36,17547.14,33.63,145.24,35.87,67.25,3532.96,0.080091,53.727999999999994,466.2315,0.07262,200.87199999999999,720.984211
2007,Sikkim,Waste,127.02,5.62,18.54,307.2,26.97,157.2,15.74,60075.68,5.9,141.25,34.08,7.48,5197.48,0.27648,36.202,495.17999999999995,0.07062500000000001,190.84799999999998,722.5771049999998
2023,Arunachal Pradesh,Industry,356.27,31.47,13.9,53.52,54.1,224.76,12.16,63928.65,32.52,137.47,10.68,30.91,4920.93,0.04816800000000001,27.967999999999996,707.9939999999999,0.068735,59.80800000000001,795.8869029999998
2016,Gujarat,Waste,170.57,24.11,15.67,150.47,325.75,205.19,35.8,8862.14,6.06,16.31,34.02,6.07,4998.2,0.13542300000000002,82.33999999999999,646.3485,0.008154999999999999,190.51200000000003,919.344078
2006,Delhi,Energy,178.5,49.93,18.76,300.65,183.81,32.08,4.35,74930.28,15.68,150.32,64.67,48.98,6547.9400000000005,0.27058499999999996,10.004999999999999,101.05199999999999,0.07516,362.15200000000004,473.554745
2010,Himachal Pradesh,Waste,322.04,19.7,11.49,45.28,375.53,161.04,27.31,55591.66,42.43,158.18,19.83,26.98,3918.49,0.040752000000000003,62.812999999999995,507.27599999999995,0.07909000000000001,111.04799999999999,681.2568419999999
2017,Chhattisgarh,Transport,127.52,47.89,12.87,444.99,49.63,41.24,27.12,30616.32,45.8,128.45,28.34,74.76,4878.99,0.40049100000000004,62.376,129.906,0.06422499999999999,158.704,351.450716
2000,Manipur,Energy,119.97,20.49,11.62,415.35,67.01,37.95,5.73,95686.34,43.14,170.45,32.67,24.69,3772.99,0.37381500000000006,13.179,119.5425,0.085225,182.95200000000003,316.13254000000006
2002,Nagaland,Industry,190.89,34.24,15.72,239.33,5.72,112.86,23.61,49942.08,28.16,61.08,94.34,41.98,5315.41,0.21539700000000003,54.303,355.509,0.03054,528.3040000000001,938.3619370000001
2003,Bihar,Industry,391.25,32.36,5.54,248.42,90.76,121.9,12.56,48262.84,23.2,15.68,78.26,13.29,2765.43,0.223578,28.887999999999998,383.985,0.00784,438.25600000000003,851.360418
2012,Odisha,Transport,120.09,4.78,15.78,441.27,264.62,26.92,8.41,44763.99,13.04,61.11,13.28,29.62,4435.63,0.39714299999999997,19.343,84.798,0.030555,74.36800000000001,178.93669800000004
2005,Punjab,Industry,395.79,37.3,14.3,29.97,290.72,128.44,4.19,56412.21,40.11,144.05,91.33,75.34,5229.69,0.026973,9.637,404.58599999999996,0.072025,511.44800000000004,925.769998
2013,Uttar Pradesh,Energy,350.85,10.83,12.08,76.22,174.83,44.95,9.75,5733.24,31.52,154.62,78.65,64.63,3855.29,0.068598,22.424999999999997,141.5925,0.07731,440.44000000000005,604.6034080000001
2004,Gujarat,Energy,342.75,19.73,0.87,157.46,106.66,138.11,32.28,5661.49,26.95,123.8,41.68,10.97,1125.74,0.141714,74.244,435.04650000000004,0.0619,233.40800000000002,742.902114
2015,Uttar Pradesh,Waste,242.63,39.22,15.51,185.37,287.95,208.19,36.49,46752.44,13.69,33.78,24.93,60.97,5450.94,0.166833,83.92699999999999,655.7985,0.016890000000000002,139.608,879.5172230000001
2014,Haryana,Agriculture,375.49,47.24,2.74,493.79,73.18,22.4,11.5,76763.08,16.2,146.84,33.11,29.09,2424.31,0.444411,26.45,70.55999999999999,0.07342,185.416,282.943831
2014,Mizoram,Industry,16.62,28.21,19.24,77.99,308.0,100.41,28.73,52420.08,13.01,2.22,49.06,24.01,5905.099999999999,0.070191,66.079,316.2915,0.00111,274.73600000000005,657.177801
2003,Madhya Pradesh,Transport,159.75,26.21,1.72,155.04,315.7,59.19,18.64,92270.09,32.25,11.66,67.02,69.79,1349.43,0.139536,42.872,186.4485,0.00583,375.312,604.777866
2007,Telangana,Energy,342.78,25.49,14.43,414.84,179.22,144.09,27.12,64061.38,30.96,18.66,87.91,31.19,4880.45,0.373356,62.376,453.88349999999997,0.00933,492.29600000000005,1008.938186
2015,Rajasthan,Energy,493.77,40.92,7.27,393.26,81.47,223.49,12.39,1841.16,9.4,49.46,7.98,75.28,3566.08,0.353934,28.497,703.9935,0.024730000000000002,44.688,777.5571640000001
2015,West Bengal,Energy,11.23,49.66,14.74,329.13,253.8,50.12,2.39,45297.75,17.27,88.97,37.99,4.8,5307.8099999999995,0.296217,5.497,157.878,0.044485000000000004,212.74400000000003,376.459702
2003,Tamil Nadu,Agriculture,259.89,31.86,10.43,167.63,342.11,169.4,16.41,55644.04,1.83,108.09,58.53,28.63,3915.9199999999996,0.150867,37.742999999999995,533.61,0.054045,327.76800000000003,899.325912
2012,Karnataka,Agriculture,462.68,19.24,12.63,63.3,214.16,24.18,8.12,2629.58,9.71,102.9,65.52,59.45,4348.35,0.05697,18.676,76.167,0.05145,366.912,461.86341999999996
2012,Uttarakhand,Industry,433.13,11.32,1.6,491.86,187.12,136.9,36.74,11562.49,26.9,145.4,36.68,11.67,1174.0900000000001,0.44267400000000007,84.502,431.235,0.0727,205.40800000000002,721.660374
2001,Andhra Pradesh,Transport,21.34,10.34,19.33,129.46,391.79,169.34,36.55,99859.72,19.5,25.93,31.58,6.97,5433.3099999999995,0.116514,84.06499999999998,533.421,0.012965,176.84799999999998,794.463479
2002,Arunachal Pradesh,Agriculture,269.48,42.88,0.18,423.1,217.28,168.05,3.73,67881.24,29.78,120.65,46.64,43.12,1517.8200000000002,0.38079,8.578999999999999,529.3575000000001,0.060325000000000004,261.184,799.5616150000001
2021,Mizoram,Waste,12.1,49.62,18.83,448.03,18.52,184.82,19.9,67889.7,21.64,94.43,35.43,50.59,6391.41,0.403227,45.769999999999996,582.183,0.04721500000000001,198.40800000000002,826.811442
2007,Chhattisgarh,Agriculture,396.89,35.05,11.41,223.25,203.31,104.93,4.73,57399.47,5.59,135.64,63.94,2.97,4401.9400000000005,0.20092500000000002,10.879,330.5295,0.06781999999999999,358.064,699.7412449999999
2023,Puducherry,Energy,161.35,47.81,5.24,426.16,180.88,190.25,35.77,89708.02,33.66,194.97,14.55,41.01,2888.63,0.38354400000000005,82.271,599.2875,0.097485,81.48,763.519529
2014,Puducherry,Transport,385.14,17.82,12.79,143.12,120.38,118.75,1.02,29561.04,47.3,74.28,22.17,55.72,4273.45,0.12880800000000003,2.3459999999999996,374.0625,0.03714,124.152,500.726448
2010,Goa,Industry,472.95,31.57,13.49,445.51,130.35,81.41,21.96,85457.29,14.4,49.26,6.97,49.92,4931.76,0.400959,50.507999999999996,256.44149999999996,0.02463,39.032000000000004,346.4070889999999
2008,Uttar Pradesh,Agriculture,488.28,25.83,14.63,319.8,372.68,81.17,7.71,10572.96,11.17,171.65,24.48,10.24,5088.47,0.28782,17.732999999999997,255.6855,0.085825,137.08800000000002,410.880145
2006,Tripura,Energy,448.11,24.36,0.43,101.21,57.77,44.74,33.28,97513.94,42.06,58.35,70.98,69.67,1244.14,0.091089,76.544,140.931,0.029175000000000003,397.48800000000006,615.0832640000001
2012,Telangana,Waste,110.03,31.8,19.66,394.34,306.79,180.42,10.78,81937.62,14.28,172.19,5.36,8.4,6210.33,0.354906,24.793999999999997,568.323,0.086095,30.016000000000002,623.574001
2001,Gujarat,Waste,105.35,15.86,12.4,457.28,361.46,40.25,20.39,1237.78,19.52,11.36,58.15,33.81,3835.43,0.411552,46.897,126.7875,0.00568,325.64000000000004,499.74173200000007
2007,West Bengal,Industry,316.63,32.21,7.61,287.36,107.5,159.42,0.35,6905.53,11.89,12.61,41.44,20.72,3235.16,0.258624,0.8049999999999999,502.17299999999994,0.006305,232.06400000000002,735.306929
2006,Rajasthan,Industry,276.59,33.81,11.46,381.38,31.39,166.67,49.45,9395.75,31.8,125.37,79.55,50.2,4260.17,0.34324200000000005,113.735,525.0105,0.062685,445.48,1084.631427
2023,Puducherry,Agriculture,14.67,41.89,3.65,398.42,126.32,72.37,37.73,68693.13,23.05,56.64,83.44,29.73,2154.84,0.35857800000000006,86.77899999999998,227.96550000000002,0.02832,467.26399999999995,782.3953979999999
